2020-02-12/17:40:28		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:40:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:04		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:05		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:06		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:43		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:43		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:43		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:43		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:44		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:45		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:46		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:47		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:48		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:48		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:48		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:48		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:48		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:49		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:49		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:49		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:49		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:50		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:51		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:52		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:53		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:54		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:55		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:55		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:55		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:55		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:56		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:57		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:58		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:41:59		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:00		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:01		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:02		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
2020-02-12/17:42:03		 incomeData_02112019_121136.csv: File loaded successfully!!
